id,naves_id,phrase,addenda,naves_for_transfer
507,144,1. King of Israel,"Sons of, murdered",AHAB
508,144,2. A false prophet,"",AHAB
509,145,"Also called EHI, and AHIRAM, and AHER",Son of Benjamin,AHARAH
510,146,Son of Harum,"",AHARHEL
511,147,A grandson of Immer,"",AHASAI
512,148,Father of Eliphelet,"",AHASBAI
513,148,See UR,"",AHASBAI
514,149,"1. King of Persia, history of",See BOOK OF ESTHER,AHASUERUS
515,149,3. Father of Darius,See ARTAXERXES,AHASUERUS
516,150,A river of Babylon,"",AHAVA
517,151,"1. King of Judah, son and successor of Jotham","",AHAZ
518,151,"1. King of Judah, son and successor of Jotham",Idolatrous abominations of,AHAZ
519,151,"1. King of Judah, son and successor of Jotham","Kingdom of, invaded by the kings of Syria and Samaria",AHAZ
520,151,"1. King of Judah, son and successor of Jotham",Robs the temple to purchase aid from the king of Asia,AHAZ
521,151,"1. King of Judah, son and successor of Jotham","Visits Damascus, obtains a novel pattern of an altar, which",AHAZ
522,151,"1. King of Judah, son and successor of Jotham",Sundial of,AHAZ
523,151,"1. King of Judah, son and successor of Jotham",Prophets in the reign of,AHAZ
524,151,"1. King of Judah, son and successor of Jotham",Prophecies concerning,AHAZ
525,151,"1. King of Judah, son and successor of Jotham",Succeeded by Hezekiah,AHAZ
526,151,2. Son of Micah,"",AHAZ
527,152,1. King of Judah. Called AZARIAH and JEHOAHAZ,"",AHAZIAH
528,152,1. King of Judah. Called AZARIAH and JEHOAHAZ,History of,AHAZIAH
529,152,1. King of Judah. Called AZARIAH and JEHOAHAZ,"Gifts of, to the temple",AHAZIAH
530,152,1. King of Judah. Called AZARIAH and JEHOAHAZ,"Brethren of, slain",AHAZIAH
531,152,1. King of Judah. Called AZARIAH and JEHOAHAZ,Succeeded by Athaliah,AHAZIAH
532,152,2. King of Israel,History of,AHAZIAH
533,152,2. King of Israel,Succeeded by Jehoram,AHAZIAH
534,153,Son of Abishur,"",AHBAN
535,155,1. Son of Shamer,"",AHI
536,155,2. Son of Abdiel,"",AHI
537,157,1. Grandson of Phinehas,"",AHIAH
538,157,2. One of Solomon's scribes,"",AHIAH
539,157,3. A Benjamite,"",AHIAH
540,158,One of David's heroes,"",AHIAM
541,158,Also called SACAR,"",AHIAM
542,159,Son of Shemidah,"",AHIAN
543,160,1. Captain of the tribe of Dan,"",AHIEZER
544,160,1. Captain of the tribe of Dan,Contributes to the tabernacle,AHIEZER
545,160,2. One of David's valiant men,"",AHIEZER
546,161,"1. A prince of Asher, assists in allotting the land of Canaan","",AHIHUD
547,161,2. A son of Bela,"",AHIHUD
548,162,1. Son of Bela,"",AHIJAH
549,162,2. Son of Jerahmeel,"",AHIJAH
550,162,"3. A priest in Shiloh, probably identical with Ahimelech,","",AHIJAH
551,162,"3. A priest in Shiloh, probably identical with Ahimelech,",Was priest in Saul's reign,AHIJAH
552,162,"3. A priest in Shiloh, probably identical with Ahimelech,",Killed,AHIJAH
553,162,4. One of David's heroes,"",AHIJAH
554,162,4. One of David's heroes,Also called ELIAM,AHIJAH
555,162,5. A Levite who was treasurer in the tabernacle,"",AHIJAH
556,162,6. Son of Shisha,"",AHIJAH
557,162,7. A prophet in Shiloh,"",AHIJAH
558,162,8. Father of Baasha,"",AHIJAH
559,162,"9. An Israelite, who subscribed to the covenant of Nehemiah","",AHIJAH
560,163,Son of Shaphan,"",AHIKAM
561,164,Father of Baana,"",AHILUD
562,164,Father of Jehoshaphat,"",AHILUD
563,165,1. Father-in-law of king Saul,"",AHIMAAZ
564,165,"2. Son of Zadok, the high priest. Loyal to David","",AHIMAAZ
565,165,3. Solomon's son-in-law,"",AHIMAAZ
566,166,1. A giant of Hebron,"",AHIMAN
567,166,2. A Levite,"",AHIMAN
568,167,"1. Also called AHIA. A high priest, during the reign of David",Gives shewbread and the sword of Goliath to David,AHIMELECH
569,167,"1. Also called AHIA. A high priest, during the reign of David",Killed by the command of Saul,AHIMELECH
570,167,"2. A Hittite, and friend of David","",AHIMELECH
571,168,A Levite,"",AHIMOTH
572,169,Son of Iddo,"",AHINADAB
573,170,1. Wife of king Saul,"",AHINOAM
574,170,2. Wife of king David,"",AHINOAM
575,171,"1. A Levite, who drove the cart bearing the ark of the","",AHIO
576,171,2. A Benjamite,"",AHIO
577,171,3. Son of Jehiel,"",AHIO
578,172,Captain of the tribe of Naphtali,"",AHIRA
579,174,Father of Aholiab,"",AHISAMACH
580,175,Son of Bilhan,"",AHISHAHAR
581,176,One of Solomon's household officers,"",AHISHAR
582,177,One of David's counsellors,"",AHITHOPHEL
583,177,Joins Absalom,"",AHITHOPHEL
584,177,Probably referred to by David in,"",AHITHOPHEL
585,177,Suicide of,"",AHITHOPHEL
586,178,"1. High priest, father of Ahiah","",AHITUB
587,178,2. Father of Zadok,"",AHITUB
588,178,3. Ruler of the house of God,"",AHITUB
589,178,4. The Ahitub mentioned in,"",AHITUB
590,178,4. The Ahitub mentioned in,"Is probably identical with the last described above, or else",AHITUB
591,179,"A city of Asher, the original inhabitants of which were not","",AHLAB
592,180,1. Daughter of Sheshan,"",AHLAI
593,180,2. Father of Zabad,"",AHLAI
594,181,Son of Bela,"",AHOAH
595,181,Also called AHIAH,"",AHOAH
596,181,And IRA,"",AHOAH
597,182,"Name of an imaginary woman, typical of idolatry","",AHOLAH
598,183,An artificer of the tabernacle,"",AHOLIAB
599,184,"An imaginary character, typical of idolatry","",AHOLIBAH
600,185,1. Wife of Esau,"",AHOLIBAMAH
601,185,1. Wife of Esau,"She is probably identical with Judith, of",AHOLIBAMAH
602,185,2. An Edomitish prince,"",AHOLIBAMAH
603,186,Son of Jahath,"",AHUMAI
604,187,Son of Ashur,"",AHUZAM
605,188,A friend of Abimelech,"",AHUZZATH
606,189,1. A royal city of the Canaanites,Conquest and destruction of,AI
607,189,1. A royal city of the Canaanites,Rebuilt,AI
608,189,1. A royal city of the Canaanites,Also called AIJA,AI
609,189,1. A royal city of the Canaanites,And AIATH,AI
610,189,1. A royal city of the Canaanites,Population of,AI
611,189,2. A city of the Ammonites,"",AI
612,194,(A musical term which probably indicated the sprightly,"",AIJELETH SHAHAR
613,194,See TITLE,"",AIJELETH SHAHAR
614,195,1. A city of Simeon,"",AIN
615,195,1. A city of Simeon,Also called ASHAN,AIN
616,195,1. A city of Simeon,Possibly identical with En-Rimmon,AIN
617,195,2. A landmark on the northern boundary of Israel,"",AIN
618,196,1. A Horite,"",AJAH
619,196,2. Father of Rizpah,"",AJAH
620,197,1. A city of Dan,"",AJALON
621,197,1. A city of Dan,Assigned to the Levites. A city of refuge,AJALON
622,197,1. A city of Dan,"Amorites of, not exterminated",AJALON
623,197,2. A city of Zebulun,"",AJALON
624,197,3. A city of Judah,"",AJALON
625,197,4. A valley,"",AJALON
626,198,A Horite,"",AKAN
627,198,Also called JAAKAN,"",AKAN
628,198,And JAKAN,"",AKAN
629,199,1. One of the Nethinim,"",AKKUB
630,199,2. A returned exile,"",AKKUB
631,199,3. A son of Elioenai,"",AKKUB
632,200,A chain of hills in the south of Israel,"",AKRABBIM
633,201,Vessels made of,"",ALABASTER
634,202,Son of Becher,"",ALAMETH
635,203,A town of Asher,"",ALAMMELECH
636,204,A musical term,"",ALAMOTH
637,204,Inscription to,"",ALAMOTH
638,205,1. A Levitical city,"",ALEMETH
639,205,2. Son of Jehoadah,See ALMON,ALEMETH
640,205,2. Son of Jehoadah,Or of Jarah,ALEMETH
641,206,1. Son of Simon who bore the cross of Jesus,"",ALEXANDER
642,206,"2. A relative of the high priest, present at the defense of","",ALEXANDER
643,206,3. A Jew of Ephesus,"",ALEXANDER
644,206,4. A copper-smith,"",ALEXANDER
645,207,A city of Egypt,"",ALEXANDRIA
646,207,Ships of,"",ALEXANDRIA
647,207,Apollos born in,"",ALEXANDRIA
648,208,"Also called ALMUG, trees of Ophir and Lebanon","",ALGUM
649,211,To be treated with justice,"",ALIENS
650,211,Religious privileges of,"",ALIENS
651,211,"Kindness to Edomites, enjoined","",ALIENS
652,211,"Jews authorized to purchase, as slaves","",ALIENS
653,211,Jews authorized to take usury from,"",ALIENS
654,211,Jews not permitted to make kings of,"",ALIENS
655,211,Forbidden to eat the Passover,"",ALIENS
656,211,Partially exempt from Jewish law,"",ALIENS
657,211,Numerous in times of David and Solomon,"",ALIENS
658,211,Oppressed,"",ALIENS
659,211,Rights of,"",ALIENS
660,211,David's kindness to,"",ALIENS
661,211,"Hospitality to, required by Jesus","",ALIENS
662,212,Of the trees seeking a king,"",ALLEGORY
663,212,"Messiah's kingdom represented under, of the wolf and the lamb","",ALLEGORY
664,212,Wilderness to blossom as the rose,"",ALLEGORY
665,212,The two covenants,"",ALLEGORY
666,213,POLITICAL,With idolaters forbidden,ALLIANCES
667,213,Ratification of,By oaths,ALLIANCES
668,213,Ratification of,By giving the hand,ALLIANCES
669,213,INSTANCES OF,"Between Abraham and Mamre, Eshcol, and Aner",ALLIANCES
670,213,INSTANCES OF,Abraham and Abimelech,ALLIANCES
671,213,INSTANCES OF,Isaac and Abimelech,ALLIANCES
672,213,INSTANCES OF,Canaanitish nations against Israel,ALLIANCES
673,213,INSTANCES OF,Joshua and the Gibeonites,ALLIANCES
674,213,INSTANCES OF,"Moabites, Amalekites, and Ammonites",ALLIANCES
675,213,INSTANCES OF,Solomon and Hiram,ALLIANCES
676,213,INSTANCES OF,Asa and Benhadad,ALLIANCES
677,213,INSTANCES OF,Jehoshaphat and Ahab,ALLIANCES
678,213,INSTANCES OF,Jehoshaphat and Ahaziah,ALLIANCES
679,213,INSTANCES OF,Ahaz and Tiglath,ALLIANCES
680,213,INSTANCES OF,Rezin and Pekah,ALLIANCES
681,213,INSTANCES OF,Zedekiah and Pharaoh,ALLIANCES
682,214,1. Son of Jedaiah,"",ALLON
683,214,2. A city of Naphtali,"",ALLON
684,215,Place where Rebekah was buried,"",ALLON-BACHUTH
685,216,General scriptures concerning,"","ALLOY, OF METALS"
686,217,Son of Joktan,"",ALMODAD
687,218,Levitical city of refuge,"",ALMON
688,218,Called ALEMETH,"",ALMON
689,219,Fruit of,"",ALMOND
690,219,Aaron's rod of the,"",ALMOND
691,219,Bowls of candlestick in the tabernacle fashioned after the,"",ALMOND
692,220,Camping place of Israelites,"",ALMON-DIBLATHAIM
693,220,Probably identical with Beth-diblathairn,"",ALMON-DIBLATHAIM
694,220,And with Diblath,"",ALMON-DIBLATHAIM
695,221,Asking,"",ALMS
696,221,COMMANDMENTS AND PRACTICES CONCERNING,"",ALMS
697,221,INSTANCES OF GIVING,Zaccheus,ALMS
698,221,INSTANCES OF GIVING,Dorcas,ALMS
699,221,INSTANCES OF GIVING,Cornelius,ALMS
700,221,INSTANCES OF GIVING,The early Christians,ALMS
701,222,Used as perfume,"",ALOES
702,222,In embalming the dead,"",ALOES
703,222,Lign-aloes,"",ALOES
704,223,A title of Christ,"",ALPHA
705,223,Compare,"",ALPHA
706,224,1. Father of James,"",ALPHEUS
707,224,2. Father of Levi,"",ALPHEUS
708,225,Built by Noah,"",ALTAR
709,225,Built by Abraham,"",ALTAR
710,225,Built by Isaac,"",ALTAR
711,225,Built by Jacob,"",ALTAR
712,225,Built by Moses,"",ALTAR
713,225,Built by Balaam,"",ALTAR
714,225,Built by Joshua,"",ALTAR
715,225,Built by the Reubenites and Gadites,"",ALTAR
716,225,Built by Gideon,"",ALTAR
717,225,Built by Samuel,"",ALTAR
718,225,Built by Saul,"",ALTAR
719,225,Built by David,"",ALTAR
720,225,Built by Elijah,"",ALTAR
721,225,Mosaic commandments prescribing the construction of,"",ALTAR
722,225,See,"",ALTAR
723,225,Used in idolatrous worship,"",ALTAR
724,225,OF BURNT OFFERINGS,Called BRAZEN ALTAR,ALTAR
725,225,OF BURNT OFFERINGS,Called ALTAR OF GOD,ALTAR
726,225,OF BURNT OFFERINGS,Called ALTAR OF THE LORD,ALTAR
727,225,IN THE TABERNACLE,Pattern of,ALTAR
728,225,IN THE TABERNACLE,Constructed by Bezaleel,ALTAR
729,225,IN THE TABERNACLE,Location of,ALTAR
730,225,IN THE TABERNACLE,Furniture of,ALTAR
731,225,IN THE TABERNACLE,Horns of,ALTAR
732,225,IN THE TABERNACLE,Uses of the horns,ALTAR
733,225,IN THE TABERNACLE,How sanctified,ALTAR
734,225,IN THE TABERNACLE,See,ALTAR
735,225,IN THE TABERNACLE,Sanctified everything that touched it,ALTAR
736,225,IN THE TABERNACLE,A place of refuge,ALTAR
737,225,IN SOLOMON'S TEMPLE,Description of,ALTAR
738,225,IN SOLOMON'S TEMPLE,Renewed by Asa,ALTAR
739,225,IN SOLOMON'S TEMPLE,"Removed by Ahaz, and one of idolatrous fashion substituted",ALTAR
740,225,IN SOLOMON'S TEMPLE,Cleansed by Hezekiah,ALTAR
741,225,IN SOLOMON'S TEMPLE,Repaired by Manasseh,ALTAR
742,225,IN SOLOMON'S TEMPLE,"Furniture of, taken to Babylon",ALTAR
743,225,IN SOLOMON'S TEMPLE,IN SECOND TEMPLE,ALTAR
744,225,IN SOLOMON'S TEMPLE,EZEKIEL'S VISION OF,ALTAR
745,225,OF INCENSE,Called the GOLDEN ALTAR,ALTAR
746,225,OF INCENSE,ALTAR OF SWEET INCENSE,ALTAR
747,225,OF INCENSE,ALTAR BEFORE THE LORD,ALTAR
748,225,OF INCENSE,Pattern of,ALTAR
749,225,OF INCENSE,Constructed,ALTAR
750,225,OF INCENSE,Location of,ALTAR
751,225,OF INCENSE,"A cover made for, of the censers of Korah",ALTAR
752,225,OF INCENSE,Uses of,ALTAR
753,225,OF INCENSE,How prepared for carrying,ALTAR
754,225,OF INCENSE,Carried by Kohathites,ALTAR
755,225,OF INCENSE,In Solomon's temple,ALTAR
756,225,OF INCENSE,Seen in John's vision,ALTAR
757,227,Camping place of the Israelites,"",ALUSH
758,228,Duke of Edom,"",ALVAH
759,228,Called ALIAH,"",ALVAH
760,229,Son of Shobal,"",ALVAN
761,229,Called ALIAN,"",ALVAN
762,230,A town of Asher,"",AMAD
763,231,Son of Helem,"",AMAL
764,232,Son of Eliphaz,"",AMALEK
765,232,Probably not the ancestor of the Amalekites mentioned in time,"",AMALEK
766,233,A people inhabiting the country south of Idumea and east of,"",AMALEKITES
767,233,Defeated by Chedorlaomer,"",AMALEKITES
768,233,Defeated by Joshua,"",AMALEKITES
769,233,Defeated by Gideon,"",AMALEKITES
770,233,Defeated by Saul,"",AMALEKITES
771,233,Defeated by David,"",AMALEKITES
772,233,Defeated by the Simeonites,"",AMALEKITES
773,233,Defeat the Israelites,"",AMALEKITES
774,233,Israel commanded to destroy,"",AMALEKITES
775,233,Prophecies against,"",AMALEKITES
776,234,A city of Judah,"",AMAM
777,234,Within the district assigned to Simeon,"",AMAM
778,235,A mountain mentioned in,"",AMANA
779,236,General scriptures concerning,"",AMANUENSIS
780,237,1. Two Levites,"",AMARIAH
781,237,2. Chief priest in the reign of Jehoshaphat,"",AMARIAH
782,237,"3. A high priest, father of Ahitub","",AMARIAH
783,237,"4. A Levite, who assisted in distributing temple gifts","",AMARIAH
784,237,5. Son of Hizkiah,"",AMARIAH
785,237,6. Father of Zechariah,"",AMARIAH
786,237,"7. A priest, returned from exile","",AMARIAH
787,237,"7. A priest, returned from exile",Probably identical with one mentioned in,AMARIAH
788,237,8. A returned exile. Divorces his idolatrous wife,"",AMARIAH
789,238,1. Nephew of David,"",AMASA
790,238,1. Nephew of David,Joins Absalom,AMASA
791,238,1. Nephew of David,"Returns to David, and is made captain of the host",AMASA
792,238,1. Nephew of David,Sam,AMASA
793,238,2. Son of Hadlai,"",AMASA
794,239,1. A Levite and ancestor of Samuel,"",AMASAI
795,239,"2. Leader of a body of men disaffected toward Saul, who joined","",AMASAI
796,239,3. A priest and trumpeter,"",AMASAI
797,239,4. A Levite of the Kohathites,"",AMASAI
798,240,A chieftain of Judah,"",AMASHAI
799,241,A chief of the tribe of Judah,"",AMASIAH
800,242,1. A Levite,"",AMAZIAH
801,242,2. King of Judah. History of,"",AMAZIAH
802,242,3. An idolatrous priest at Bethel,"",AMAZIAH
803,242,4. Father of Joshah,"",AMAZIAH
804,243,Sent by Moses to Edom,"",AMBASSADORS
805,243,Sent to the Amorites,"",AMBASSADORS
806,243,Sent by Gibeonites to the Israelites,"",AMBASSADORS
807,243,Israelites to various nations,"",AMBASSADORS
808,243,Hiram to David,"",AMBASSADORS
809,243,And Solomon,"",AMBASSADORS
810,243,Benhadad to Ahab,"",AMBASSADORS
811,243,Amaziah to Jehoash,"",AMBASSADORS
812,243,Ahaz to Tiglath,"",AMBASSADORS
813,243,Hoshea to So,"",AMBASSADORS
814,243,Sennacherib through Rabshakeh to Hezekiah,"",AMBASSADORS
815,243,Berodach to Hezekiah,"",AMBASSADORS
816,243,Zedekiah to Egypt,"",AMBASSADORS
817,243,Other references to,"",AMBASSADORS
818,243,FIGURATIVE,"",AMBASSADORS
819,244,A vegetable fossil,"",AMBER
820,245,Falsely charged against Moses,"",AMBITION
821,245,"Parable of the thistle, illustrating","",AMBITION
822,245,UNCLASSIFIED SCRIPTURES RELATING TO,"",AMBITION
823,245,INSTANCES OF,Lucifer,AMBITION
824,245,INSTANCES OF,Eve,AMBITION
825,245,INSTANCES OF,The builders of Babel,AMBITION
826,245,INSTANCES OF,Aaron and Miriam,AMBITION
827,245,INSTANCES OF,Korah and his co-conspirators,AMBITION
828,245,INSTANCES OF,Abimelech,AMBITION
829,245,INSTANCES OF,Absalom,AMBITION
830,245,INSTANCES OF,Ahithophel,AMBITION
831,245,INSTANCES OF,Adonijah,AMBITION
832,245,INSTANCES OF,Sennacherib,AMBITION
833,245,INSTANCES OF,Haman,AMBITION
834,245,INSTANCES OF,Diotrephes,AMBITION
835,246,INSTANCES OF,At Ai,AMBUSH
836,246,INSTANCES OF,At Shechem,AMBUSH
837,246,INSTANCES OF,At Gibeah,AMBUSH
838,246,INSTANCES OF,Near Zemaraim,AMBUSH
839,246,INSTANCES OF,By Jehoshaphat,AMBUSH
840,246,FIGURATIVE,See ARMIES,AMBUSH
841,247,A word used to reenforce a statement,"",AMEN
842,247,Used in prayer,"",AMEN
843,247,A title of Christ,"",AMEN
844,248,A precious stone,"",AMETHYST
845,251,Father of Jonah,"",AMITTAI
846,252,A mountain,"",AMMAH
847,253,A figurative name given to Israel,"",AMMI
848,254,1. One of the twelve spies,"",AMMIEL
849,254,2. Father of Machir,"",AMMIEL
850,254,3. Father of Bath-sheba,"",AMMIEL
851,254,3. Father of Bath-sheba,Also called ELIAM,AMMIEL
852,254,4. Son of Obed-edom,"",AMMIEL
853,255,1. Son of Laadan,"",AMMIHUD
854,255,1. Son of Laadan,And father of Elishama,AMMIHUD
855,255,2. Father of Shemuel,"",AMMIHUD
856,255,3. Father of Pedahel,"",AMMIHUD
857,255,4. Father of the king of Gesher,"",AMMIHUD
858,255,5. Son of Omri,"",AMMIHUD
859,257,1. Father-in-law of Aaron,"",AMMINADAB
860,257,1. Father-in-law of Aaron,Father of Nashon,AMMINADAB
861,257,1. Father-in-law of Aaron,Lineage of,AMMINADAB
862,257,2. A son of Kohath,"",AMMINADAB
863,257,3. A son of Uzziel,"",AMMINADAB
864,259,Father of Ahiezer,"",AMMISHADDAI
865,260,Son of Benaiah,"",AMMIZABAD
866,262,"Descendants of Ben-ammi, one of the sons of Lot","",AMMONITES
867,262,Character of,"",AMMONITES
868,262,Territory of,"",AMMONITES
869,262,Israelites forbidden to disturb,"",AMMONITES
870,262,Excluded from the congregation of Israel,"",AMMONITES
871,262,Confederate with Moabites and Amalekites against Israel,"",AMMONITES
872,262,Defeated by the Israelites,"",AMMONITES
873,262,Conspire against the Jews,"",AMMONITES
874,262,Solomon takes wives from,"",AMMONITES
875,262,Jews intermarry with,"",AMMONITES
876,262,Kings of Baalis,"",AMMONITES
877,262,Kings of Hanun,"",AMMONITES
878,262,Kings of Nahash,"",AMMONITES
879,262,Idols of Milcom,"",AMMONITES
880,262,Prophecies concerning,See MOLECH,AMMONITES
881,263,For political offenses,To Shimei,AMNESTY
882,263,For political offenses,To Amos,AMNESTY
883,264,1. Son of David,"",AMNON
884,264,1. Son of David,"Incest of, and death",AMNON
885,264,2. Son of Shimon,"",AMNON
886,265,A priest,"",AMOK
887,266,1. Governor of the city of Samaria,"",AMON
888,266,2. King of Judah,"",AMON
889,266,3. Ancestor of one of the families of the Nethinim,"",AMON
890,266,3. Ancestor of one of the families of the Nethinim,Called Ami,AMON
891,267,Descendants of Canaan,"",AMORITES
892,267,Were giants,"",AMORITES
893,267,Struck down by Chedorlaomer and rescued by Abraham,"",AMORITES
894,267,Territory of,"",AMORITES
895,267,Given to descendants of Abraham,"",AMORITES
896,267,"Allotted to Reuben, Gad, and Manasseh","",AMORITES
897,267,Conquest of,"",AMORITES
898,267,Chiefs of,"",AMORITES
899,267,Wickedness of,"",AMORITES
900,267,Idolatry of,"",AMORITES
901,267,Judgments denounced against,"",AMORITES
902,267,Hornets sent among,"",AMORITES
903,267,Not exterminated,"",AMORITES
904,267,Intermarry with Jews,"",AMORITES
905,267,Kings of,"",AMORITES
906,268,A prophet,"",AMOS
907,268,Forbidden to prophesy in Israel,"",AMOS
908,268,Vision of,"",AMOS
909,269,Father of Imiah,"",AMOZ
910,270,A city of Macedonia,"",AMPHIPOLIS
911,271,"A disciple, Paul sends greeting to","",AMPLIAS
912,272,1. Father of Moses,"",AMRAM
913,272,1. Father of Moses,Head of one of the branches of Levites,AMRAM
914,272,1. Father of Moses,"Age of, at death",AMRAM
915,272,2. Son of Bani,"",AMRAM
916,272,3. Son of Dishon,"",AMRAM
